,country,region,incgroup4,parent,child,MEANp,MEANc,SDp,SDc,CAT,DIF,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,GEI %,Gender Economic Participation and Opportunity Equality %,Gender Education Attainment Equality %,Gender Health and Survival Equality %,Gender Political Empowerment,sub-region,Political Instability Estimate,IQ,Average Income (USD),"Education expenditure
per inhabitant (USD)","Daily maximum
temperature Celsius"
517,Brazil,Latin America & Caribbean,Upper middle income,mom,daughter,3.3674724,9.6292925,4.7392168,4.4588904,0.83226901,6.6844873,0.86282271,0.84732765,0.82359767,0.60966432,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
518,Brazil,Latin America & Caribbean,Upper middle income,mom,son,3.4248846,8.8012772,4.6845984,4.5648284,0.76696813,5.6981845,0.8224411,0.75327218,0.7490803,0.5216881,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
519,Brazil,Latin America & Caribbean,Upper middle income,avg,all,4.4972734,10.449571,4.8011875,3.7947316,0.8408916,6.4516129,0.9054144,0.85913801,0.84901464,0.58366585,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
520,Brazil,Latin America & Caribbean,Upper middle income,avg,daughter,4.3745112,10.931412,4.7176681,3.5599847,0.87979013,7.0296559,0.94080538,0.88564605,0.89236784,0.65152925,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
521,Brazil,Latin America & Caribbean,Upper middle income,avg,son,4.6345835,9.9106274,4.8900881,3.9731386,0.79658514,5.7932067,0.86431706,0.82966799,0.79684675,0.51145351,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
522,Brazil,Latin America & Caribbean,Upper middle income,dad,all,4.2640395,10.290083,5.1882315,3.8317125,0.84466773,6.5520735,0.91434956,0.88412511,0.81798732,0.54149604,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
523,Brazil,Latin America & Caribbean,Upper middle income,dad,daughter,4.2455015,10.824726,5.163846,3.6022599,0.87494123,7.0852985,0.94406211,0.91107315,0.8439309,0.59436595,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
524,Brazil,Latin America & Caribbean,Upper middle income,dad,son,4.2841234,9.7108545,5.2152505,3.9861298,0.81152052,5.9682326,0.88176566,0.85598433,0.78948623,0.47864428,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
525,Brazil,Latin America & Caribbean,Upper middle income,max,all,5.6684961,10.449571,5.5364914,3.7947316,0.78932136,5.4987345,0.9054144,0.8580814,0.79448569,0.47161597,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
526,Brazil,Latin America & Caribbean,Upper middle income,max,daughter,5.5820956,10.931412,5.4875073,3.5599847,0.82761079,6.0309038,0.94080538,0.88425392,0.82996053,0.53784257,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
527,Brazil,Latin America & Caribbean,Upper middle income,max,son,5.7651358,9.9106274,5.5901451,3.9731386,0.74563497,4.8915563,0.86431706,0.82955402,0.75281554,0.39423248,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
528,Brazil,Latin America & Caribbean,Upper middle income,mom,all,4.4224534,10.201138,5.2359328,3.8113825,0.82903999,6.3013897,0.91739064,0.86572665,0.81159508,0.51226777,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
529,Brazil,Latin America & Caribbean,Upper middle income,mom,daughter,4.278482,10.613652,5.1480627,3.6344707,0.86055261,6.8200583,0.93800616,0.8927089,0.85278934,0.56963825,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
530,Brazil,Latin America & Caribbean,Upper middle income,mom,son,4.5873494,9.7286711,5.3306632,3.9523132,0.79234105,5.6973596,0.89269948,0.83484423,0.7634359,0.44913068,0.695,0.665,1.0,0.98,0.138,Latin America and the Caribbean,-0.07,83,4341.0,223.0,31
591,Switzerland,Europe & Central Asia,High income,avg,all,10.543551,10.947478,3.1144426,3.2017875,0.55048299,0.68253517,0.75195259,0.83685142,0.75240135,0.33955273,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
592,Switzerland,Europe & Central Asia,High income,avg,daughter,10.759927,10.680232,3.0978177,2.8256917,0.43404904,0.2868312,0.77874857,0.77641594,0.68765259,0.19888,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
593,Switzerland,Europe & Central Asia,High income,avg,son,10.302687,11.244973,3.1198733,3.5548382,0.67649394,1.1107867,0.72020394,0.88931674,0.81768596,0.50858527,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
594,Switzerland,Europe & Central Asia,High income,dad,all,11.657663,10.948158,3.9567719,3.1855681,0.5070644,-0.0061043529,0.8068192,0.86560971,0.73835105,0.26662111,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
595,Switzerland,Europe & Central Asia,High income,dad,daughter,11.899556,10.690148,4.0482979,2.8383355,0.39655101,-0.39649755,0.83147281,0.82499748,0.67176419,0.13551098,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
596,Switzerland,Europe & Central Asia,High income,dad,son,11.39397,11.229422,3.8431168,3.507834,0.62320584,0.40417016,0.77613646,0.90409005,0.79860735,0.41877639,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
597,Switzerland,Europe & Central Asia,High income,max,all,11.919858,10.947478,3.7763283,3.2017875,0.47576696,-0.35573226,0.75195259,0.84442896,0.73198348,0.26766163,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
598,Switzerland,Europe & Central Asia,High income,max,daughter,12.197371,10.680232,3.8216813,2.8256917,0.35343924,-0.80435026,0.77874857,0.77641594,0.67914003,0.13102113,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
599,Switzerland,Europe & Central Asia,High income,max,son,11.610934,11.244973,3.7065682,3.5548382,0.60641611,0.12340333,0.72020394,0.90447921,0.78038555,0.43064788,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
600,Switzerland,Europe & Central Asia,High income,mom,all,9.4229021,10.908518,3.2448561,3.216207,0.69361907,1.6024352,0.89163357,0.87783551,0.80025214,0.38333645,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
601,Switzerland,Europe & Central Asia,High income,mom,daughter,9.6068878,10.610482,3.2194126,2.8785379,0.5881204,1.1612632,0.8689158,0.82351881,0.73388004,0.19579192,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
602,Switzerland,Europe & Central Asia,High income,mom,son,9.2181425,11.240203,3.2653937,3.5290773,0.80948848,2.0869753,0.90677142,0.93052149,0.87881494,0.59911615,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
603,Switzerland,Europe & Central Asia,High income,avg,all,10.558921,11.338346,3.4594221,3.5408931,0.58944172,1.1253426,1.0,0.81258297,0.76058549,0.39039099,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
604,Switzerland,Europe & Central Asia,High income,avg,daughter,10.505678,11.076081,3.539304,3.4540582,0.49934453,0.85001361,1.0,0.77693868,0.64805454,0.29074818,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
605,Switzerland,Europe & Central Asia,High income,avg,son,10.621111,11.644682,3.3669086,3.6197922,0.6954115,1.4491768,1.0,0.85449773,0.89637077,0.50498879,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
606,Switzerland,Europe & Central Asia,High income,dad,all,11.494908,11.322617,4.2643857,3.5311399,0.56587106,0.6245262,0.96250319,0.83178782,0.74774671,0.33799386,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
607,Switzerland,Europe & Central Asia,High income,dad,daughter,11.44122,11.052325,4.3166571,3.4366791,0.48618075,0.3383064,0.93995929,0.78496385,0.63964611,0.25543088,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
608,Switzerland,Europe & Central Asia,High income,dad,son,11.556488,11.632637,4.2078037,3.6155913,0.65939081,0.96041662,1.0,0.87845504,0.88911194,0.43315294,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
609,Switzerland,Europe & Central Asia,High income,max,all,11.959728,11.338346,4.01407,3.5408931,0.52853155,0.20684129,1.0,0.80325603,0.71738929,0.34413227,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
610,Switzerland,Europe & Central Asia,High income,max,daughter,11.911803,11.076081,4.0516706,3.4540582,0.45368296,-0.08594428,1.0,0.76443917,0.61062634,0.26852459,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
611,Switzerland,Europe & Central Asia,High income,max,son,12.015707,11.644682,3.9738293,3.6197922,0.61782366,0.55612546,1.0,0.84831583,0.85028392,0.43281201,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
612,Switzerland,Europe & Central Asia,High income,mom,all,9.5665646,11.321758,3.5973957,3.5007811,0.75030553,1.9563007,0.97255033,0.89141715,0.8328476,0.50760543,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
613,Switzerland,Europe & Central Asia,High income,mom,daughter,9.5442762,11.078534,3.7370641,3.4174688,0.68198305,1.7259448,0.95620787,0.85350895,0.74168044,0.44135585,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
614,Switzerland,Europe & Central Asia,High income,mom,son,9.5926781,11.60673,3.4306765,3.5788476,0.82967466,2.2239017,1.0,0.93667883,0.93068296,0.58749139,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
615,Switzerland,Europe & Central Asia,High income,avg,all,10.982578,11.744035,3.7191181,3.4331808,0.58471954,1.2381133,0.91551661,0.86218327,0.80808395,0.38383591,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
616,Switzerland,Europe & Central Asia,High income,avg,daughter,11.174008,11.686609,3.5824192,3.4294584,0.48498341,0.93314362,1.0,0.88505173,0.71203083,0.27353704,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
617,Switzerland,Europe & Central Asia,High income,avg,son,10.795941,11.800023,3.8420022,3.4391904,0.68208247,1.5358264,0.87347597,0.84566689,0.90592933,0.49994898,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
618,Switzerland,Europe & Central Asia,High income,dad,all,11.84523,11.702546,4.2483478,3.4107757,0.57910722,0.69572693,0.93903863,0.90301114,0.80475348,0.36614081,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
619,Switzerland,Europe & Central Asia,High income,dad,daughter,12.080873,11.644895,4.1092772,3.4017713,0.50177628,0.39863282,1.0,0.92771298,0.72063917,0.270356,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
620,Switzerland,Europe & Central Asia,High income,dad,son,11.615433,11.758767,4.3713493,3.421792,0.6532039,0.98039526,0.91261715,0.88063878,0.89569139,0.45906737,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
621,Switzerland,Europe & Central Asia,High income,max,all,12.189076,11.744035,4.0636129,3.4331808,0.54653621,0.39771628,0.91551661,0.87461996,0.78259885,0.36104926,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
622,Switzerland,Europe & Central Asia,High income,max,daughter,12.408452,11.686609,3.9383402,3.4294584,0.45989639,0.10445595,1.0,0.90388292,0.69577593,0.25936389,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
623,Switzerland,Europe & Central Asia,High income,max,son,11.975193,11.800023,4.1748443,3.4391904,0.6295504,0.6787045,0.87347597,0.85303104,0.87773269,0.461054,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
624,Switzerland,Europe & Central Asia,High income,mom,all,10.11684,11.654333,3.9558475,3.4183457,0.72715384,1.840266,0.93427587,0.93950284,0.85391325,0.4961184,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
625,Switzerland,Europe & Central Asia,High income,mom,daughter,10.246461,11.546024,3.9142251,3.4110274,0.66339761,1.6464684,0.93095118,0.9284156,0.78878915,0.3920286,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
626,Switzerland,Europe & Central Asia,High income,mom,son,9.9843636,11.765029,3.9973111,3.4255052,0.79030001,2.0322092,0.9370361,0.94812071,0.93537724,0.58896047,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
627,Switzerland,Europe & Central Asia,High income,avg,all,11.893404,12.490439,3.7571104,3.99247,0.57046282,1.1577116,0.9409706,0.82429165,0.79314649,0.42216185,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
628,Switzerland,Europe & Central Asia,High income,avg,daughter,11.93665,12.509394,3.8898079,4.0508289,0.53007227,0.95236593,0.88490993,0.84050661,0.75735593,0.36167881,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
629,Switzerland,Europe & Central Asia,High income,avg,son,11.852225,12.472391,3.6301622,3.9405811,0.60924727,1.354892,1.0,0.8056218,0.82694781,0.47841114,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
630,Switzerland,Europe & Central Asia,High income,dad,all,12.643798,12.465652,4.2769632,3.977809,0.57015687,0.78881288,0.91303915,0.86074644,0.79496682,0.39494872,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
631,Switzerland,Europe & Central Asia,High income,dad,daughter,12.661797,12.487027,4.3513393,4.0341363,0.53250378,0.61396807,0.9060275,0.87484735,0.74859053,0.33700389,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
632,Switzerland,Europe & Central Asia,High income,dad,son,12.626611,12.445242,4.2094874,3.9276497,0.60566211,0.95368403,0.91913342,0.84483987,0.83938402,0.4474017,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
633,Switzerland,Europe & Central Asia,High income,max,all,13.04062,12.490439,4.0906053,3.99247,0.52224743,0.38898706,0.9409706,0.83442712,0.75221908,0.37612647,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
634,Switzerland,Europe & Central Asia,High income,max,daughter,13.013904,12.509394,4.1835403,4.0508289,0.47496709,0.18582946,0.88490993,0.85227299,0.7071842,0.30951709,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
635,Switzerland,Europe & Central Asia,High income,max,son,13.066058,12.472391,4.004662,3.9405811,0.56759703,0.58384824,1.0,0.81398034,0.79392582,0.43851221,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
636,Switzerland,Europe & Central Asia,High income,mom,all,11.173469,12.491223,3.9329534,3.9684472,0.69816667,1.750608,0.96816254,0.89409566,0.83251292,0.5387392,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
637,Switzerland,Europe & Central Asia,High income,mom,daughter,11.236719,12.514888,4.0920701,4.047606,0.65592289,1.6652215,0.93733245,0.88483143,0.79715604,0.47881714,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
638,Switzerland,Europe & Central Asia,High income,mom,son,11.113629,12.468836,3.7797415,3.896349,0.73726285,1.8296323,1.0,0.90396023,0.86326218,0.59382516,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
639,Switzerland,Europe & Central Asia,High income,avg,all,12.597828,12.335691,3.4872494,3.5147271,0.48428074,0.49691349,1.0,0.85789996,0.69957638,0.36590818,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
640,Switzerland,Europe & Central Asia,High income,avg,daughter,12.677802,12.496685,3.4242258,3.6332481,0.45970541,0.27509841,1.0,0.78304726,0.65470362,0.36998075,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
641,Switzerland,Europe & Central Asia,High income,avg,son,12.524685,12.188446,3.5465763,3.4005954,0.50791997,0.71027946,1.0,0.91453272,0.73191804,0.36155623,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
642,Switzerland,Europe & Central Asia,High income,dad,all,13.174142,12.336371,3.8892827,3.519136,0.50271279,0.21197197,1.0,0.88122886,0.74489957,0.36417606,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
643,Switzerland,Europe & Central Asia,High income,dad,daughter,13.224033,12.495437,3.8065467,3.6431301,0.47667745,0.043274838,1.0,0.82569546,0.70726073,0.35863224,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
644,Switzerland,Europe & Central Asia,High income,dad,son,13.1284,12.190536,3.967747,3.3994718,0.52710903,0.37004885,1.0,0.93604624,0.77287781,0.3697398,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
645,Switzerland,Europe & Central Asia,High income,max,all,13.663294,12.335691,3.7675841,3.5147271,0.44550741,-0.23530871,1.0,0.86386567,0.68367207,0.33257532,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
646,Switzerland,Europe & Central Asia,High income,max,daughter,13.812752,12.496685,3.7243903,3.6332481,0.40021685,-0.48611522,1.0,0.77150464,0.56026316,0.32173377,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
647,Switzerland,Europe & Central Asia,High income,max,son,13.526599,12.188446,3.8061392,3.4005954,0.48663235,-0.0075700106,1.0,0.93825674,0.75442278,0.34347883,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
648,Switzerland,Europe & Central Asia,High income,mom,all,11.974761,12.311721,3.8734109,3.5234745,0.59852546,0.91787839,0.957748,0.91181546,0.80610359,0.442247,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
649,Switzerland,Europe & Central Asia,High income,mom,daughter,12.046054,12.456858,3.9618888,3.6261845,0.57699937,0.9694885,1.0,0.85564482,0.76942122,0.42515534,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
650,Switzerland,Europe & Central Asia,High income,mom,son,11.908411,12.176646,3.7927792,3.4239612,0.61792767,0.87136048,0.9143486,0.96008945,0.84117603,0.45732579,0.798,0.743,0.992,0.964,0.494,Western Europe,1.31,102,51175.0,2539.0,15
651,Chile,Latin America & Caribbean,High income,avg,all,4.9060793,8.3939629,4.2255626,5.0565214,0.54661316,3.6054723,0.54744959,0.58619976,0.55400151,0.44862238,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
652,Chile,Latin America & Caribbean,High income,avg,daughter,4.9207397,8.0442944,4.2676182,4.8113551,0.51740706,3.2440746,0.52800804,0.55029249,0.50285286,0.41796151,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
653,Chile,Latin America & Caribbean,High income,avg,son,4.8885884,8.8111353,4.1753063,5.3048377,0.58111286,4.032373,0.57227153,0.62363046,0.60771763,0.48727489,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
654,Chile,Latin America & Caribbean,High income,dad,all,5.2405477,8.367692,4.7541142,5.0354295,0.54644591,3.4258776,0.56367123,0.60451472,0.56568336,0.35706905,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
655,Chile,Latin America & Caribbean,High income,dad,daughter,5.310957,8.0040636,4.8728046,4.7837396,0.5151881,3.0224202,0.54301882,0.56675804,0.47602817,0.33324322,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
656,Chile,Latin America & Caribbean,High income,dad,son,5.1573076,8.7975845,4.6090555,5.286047,0.58279026,3.8949881,0.58893913,0.64455622,0.65357077,0.38644755,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
657,Chile,Latin America & Caribbean,High income,max,all,5.7051692,8.3939629,4.7592764,5.0565214,0.52464122,2.9783208,0.54744959,0.59136355,0.51739991,0.33319807,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
658,Chile,Latin America & Caribbean,High income,max,daughter,5.7877741,8.0442944,4.8900528,4.8113551,0.49523777,2.595767,0.52800804,0.55816334,0.45532355,0.29793343,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
659,Chile,Latin America & Caribbean,High income,max,son,5.6066175,8.8111353,4.5970664,5.3048377,0.55892998,3.4244354,0.57227153,0.62479913,0.57894945,0.37573931,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
660,Chile,Latin America & Caribbean,High income,mom,all,4.5466347,8.2823925,4.2601652,4.9907093,0.57518822,3.8463209,0.57488632,0.64673585,0.65132833,0.37675279,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
661,Chile,Latin America & Caribbean,High income,mom,daughter,4.4624224,7.9298301,4.2066102,4.7375283,0.55615038,3.5770385,0.55712748,0.62839997,0.6426546,0.33080021,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
662,Chile,Latin America & Caribbean,High income,mom,son,4.6507235,8.718174,4.3236575,5.2548723,0.59874213,4.1794801,0.59891254,0.66506875,0.66517371,0.42365664,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
663,Chile,Latin America & Caribbean,High income,avg,all,5.7738428,10.312962,4.3880897,4.4231629,0.70127064,4.7586846,0.73487037,0.79347032,0.65895563,0.46614903,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
664,Chile,Latin America & Caribbean,High income,avg,daughter,5.727818,10.138436,4.4149265,4.4492135,0.68869102,4.6477108,0.72411567,0.7650131,0.64553589,0.46895206,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
665,Chile,Latin America & Caribbean,High income,avg,son,5.8378062,10.555511,4.350101,4.3755503,0.71856928,4.9112887,0.75048959,0.83137375,0.67808056,0.46274957,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
666,Chile,Latin America & Caribbean,High income,dad,all,6.1335435,10.277328,4.8912063,4.4315848,0.68909973,4.5193934,0.74994832,0.79836977,0.67578614,0.3675884,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
667,Chile,Latin America & Caribbean,High income,dad,daughter,6.0739465,10.080032,4.8972635,4.4508305,0.67556119,4.392971,0.73794264,0.76970077,0.65776318,0.35006258,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
668,Chile,Latin America & Caribbean,High income,dad,son,6.2159085,10.549994,4.8820424,4.3906555,0.70765346,4.692647,0.76701677,0.83899641,0.70014173,0.38843602,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
669,Chile,Latin America & Caribbean,High income,max,all,6.6870952,10.312962,4.8245993,4.4231629,0.66746092,4.0097761,0.73487037,0.79347891,0.62988174,0.3678495,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
670,Chile,Latin America & Caribbean,High income,max,daughter,6.6509643,10.138436,4.8418965,4.4492135,0.65399832,3.8757927,0.72411567,0.76590294,0.61189598,0.36068192,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
671,Chile,Latin America & Caribbean,High income,max,son,6.737308,10.555511,4.8004341,4.3755503,0.68607152,4.1949925,0.75048959,0.83049154,0.65465724,0.37712741,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
672,Chile,Latin America & Caribbean,High income,mom,all,5.3231449,10.179683,4.4622617,4.4137211,0.72829086,5.04529,0.76253784,0.82861376,0.6860472,0.4564735,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
673,Chile,Latin America & Caribbean,High income,mom,daughter,5.267355,9.9834795,4.4995756,4.4324121,0.70964593,4.9069514,0.75117475,0.80072463,0.64370537,0.44630197,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
674,Chile,Latin America & Caribbean,High income,mom,son,5.4012332,10.454306,4.4086723,4.373014,0.75436813,5.2387748,0.7794953,0.86344182,0.73811442,0.47122052,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
675,Chile,Latin America & Caribbean,High income,avg,all,6.3193722,11.242162,4.2408314,3.8441069,0.77792162,5.1799397,0.84925359,0.882366,0.72220862,0.49217147,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
676,Chile,Latin America & Caribbean,High income,avg,daughter,6.1238165,11.031493,4.1626945,3.7870169,0.77181935,5.1512675,0.8400619,0.87253302,0.7149598,0.47432795,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
677,Chile,Latin America & Caribbean,High income,avg,son,6.5913243,11.535132,4.3328004,3.9035256,0.78653574,5.2204142,0.86307561,0.89641809,0.73258549,0.51327002,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
678,Chile,Latin America & Caribbean,High income,dad,all,6.6025858,11.229011,4.7440319,3.8415844,0.7690714,5.0415282,0.86218381,0.90111351,0.69739795,0.42848563,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
679,Chile,Latin America & Caribbean,High income,dad,daughter,6.3355017,11.004082,4.6584301,3.782953,0.76648241,5.055562,0.85773468,0.8868987,0.68855375,0.40997666,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
680,Chile,Latin America & Caribbean,High income,dad,son,6.9696918,11.538175,4.8355255,3.8998795,0.77270538,5.0218301,0.86906129,0.92126966,0.70911312,0.44983986,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
681,Chile,Latin America & Caribbean,High income,max,all,7.2931614,11.242162,4.6197767,3.8441069,0.73791915,4.3729568,0.84925359,0.88900054,0.68051082,0.40668574,0.716,0.61,1.0,0.97,0.283,Latin America and the Caribbean,0.36,89,5620.0,210.0,18
